code,parent,label_et
A,,"PÕLLUMAJANDUS, METSAMAJANDUS JA KALAPÜÜK"
85313,8531,Põhikool-gümnaasiumid
85314,8531,Gümnaasiumid
8532,853,"Kutseharidus (ilma haridusnõudeta või põhihariduse baasil), kutsekeskharidus"
85321,8532,Kutseõppeasutused
8533,853,"Keskharidusejärgne haridus, mida ei tunnustata kõrgharidusena"
85331,8533,"Keskharidusejärgne haridus, mida ei tunnustata kõrgharidusena"
854,85,Kõrgharidus
8540,854,Kõrgharidus
85401,8540,Rakenduskõrgkoolid
85402,8540,Ülikoolid
855,85,Muu õpe
8551,855,Spordiõpe
85511,8551,Spordikoolid
85519,8551,Muu spordiõpe
8552,855,Kunsti- ja kultuuriõpe
85521,8552,Muusika- ja kunstiõpe
85522,8552,Tantsuõpe
85529,8552,Muu kunsti- ja kultuuriõpe
8553,855,Sõiduõpe
85531,8553,Sõiduõpe
8559,855,Muu mujal liigitamata õpe
85591,8559,Keeleõpe
85592,8559,Arvutiõpe
85593,8559,"Loodus-, täppisteaduste ja tehnoloogia õpe"
85599,8559,Muu mujal liigitamata õpe
856,85,Haridust abistavad tegevused
8561,856,Kursuste ja juhendajate vahendamine
85611,8561,Kursuste ja juhendajate vahendamine
8569,856,Mujal liigitamata haridust abistavad tegevused
85691,8569,Hariduse tugiteenused
85699,8569,Muud mujal liigitamata haridust abistavad tegevused
R,,TERVISHOID JA SOTSIAALHOOLEKANNE
86,R,Tervishoid
861,86,Haiglaravi
8610,861,Haiglaravi
86101,8610,Haiglaravi
862,86,Arstiabi ja hambaravi
8621,862,Üldarstiabi
86211,8621,Üldarstiabi
8622,862,Eriarstiabi
86221,8622,Eriarstiabi
8623,862,Hambaravi
86231,8623,Hambaravi
869,86,Muud tervishoiualad
8691,869,Piltdiagnostika teenused ja meditsiinilaborite tegevus
86911,8691,Piltdiagnostika teenused ja meditsiinilaborite tegevus
8692,869,Patsiendi kiirabitransport
86921,8692,Patsiendi kiirabitransport
8693,869,Psühholoogide ja psühhoterapeutide (v.a arstid) tegevus
86931,8693,Psühholoogide ja psühhoterapeutide (v.a arstid) tegevus
8694,869,Õendus ja sünnitusabi
86941,8694,Õendusabi osutamine
86942,8694,Ämmaemandate tegevus
8695,869,Taastusravi
86951,8695,Taastusravi
8696,869,"Traditsiooniline, täiendav ja alternatiivmeditsiin"
86961,8696,"Traditsiooniline, täiendav ja alternatiivmeditsiin"
8697,869,"Ravi-, hambaravi- ja muude tervishoiuteenuste vahendamine"
86971,8697,"Ravi-, hambaravi- ja muude tervishoiuteenuste vahendamine"
8699,869,Muud mujal liigitamata tervishoiualad
86991,8699,"Vere-, sperma- jms pankade tegevus"
86992,8699,Muud mujal liigitamata tervishoiualad
87,R,Hoolekandeasutuste tegevus
871,87,Hooldusraviasutuste tegevus
8710,871,Hooldusraviasutuste tegevus
87101,8710,Hooldusraviasutuste tegevus
872,87,Diagnoositud või diagnoosimata psüühikahäirega isikute ning ainesõltlaste hoolekandeasutuste tegevus
8720,872,Diagnoositud või diagnoosimata psüühikahäirega isikute ning ainesõltlaste hoolekandeasutuste tegevus
87201,8720,Hoolekandeasutused intellektipuudega või psüühiliste erivajadustega isikutele
87202,8720,Hoolekandeasutused ainesõltlastele
873,87,Eakate või füüsilise puudega inimeste hoolekandeasutuste tegevus
8730,873,Eakate või füüsilise puudega inimeste hoolekandeasutuste tegevus
87301,8730,Eakate või füüsilise puudega inimeste hoolekandeasutuste tegevus
879,87,Muude hoolekandeasutuste tegevus
8791,879,Hoolekandeasutuste tegevuse vahendamine
87911,8791,Hoolekandeasutuste tegevuse vahendamine
8799,879,Muude mujal liigitamata hoolekandeasutuste tegevus
87991,8799,Asendushooldusteenust osutavate hoolekandeasutuste tegevus
87999,8799,Muude mujal liigitamata hoolekandeasutuste tegevus
88,R,Sotsiaalhoolekanne majutuseta
881,88,Eakate ja puuetega inimeste sotsiaalhoolekanne majutuseta
8810,881,Eakate ja puuetega inimeste sotsiaalhoolekanne majutuseta
88101,8810,Eakate ja puuetega inimeste sotsiaalhoolekanne majutuseta
889,88,Muu sotsiaalhoolekanne majutuseta
8891,889,Lapsehoiuteenus
88911,8891,Lapsehoiuteenus
8899,889,Mujal liigitamata sotsiaalhoolekanne ilma majutuseta
88991,8899,Mujal liigitamata sotsiaalhoolekanne ilma majutuseta
S,,"KUNST, SPORT JA VABA AEG"
90,S,Kunstiloome ja esituskunstid
901,90,Kunstiloome
9011,901,Kirjandus- ja heliloome
90111,9011,Kirjandusloome
90112,9011,Heliloome
9012,901,Visuaalkunstiloome
90121,9012,Visuaalkunstiloome
9013,901,Muu kunstiloome
90131,9013,Muu kunstiloome
902,90,Esituskunstid
9020,902,Esituskunstid
90201,9020,Näitlejate ja tantsijate lavaline tegevus
90202,9020,Muusikute lavaline tegevus
90209,9020,Muude esinejate lavaline tegevus
903,90,Kunstiloome ja esituskunstide abitegevused
9031,903,"Teatri-, kontserdi- jms hoonete ja objektide käitus"
90311,9031,"Teatri-, kontserdi- jms hoonete ja objektide käitus"
9039,903,Muud kunsti ja esituskunstide abitegevused
90391,9039,Kunsti ja esituskunstide lavatehnilised abitegevused
90399,9039,"Muud kunsti ja esituskunstide abitegevused, v.a lavatehnilised"
91,S,"Raamatukogude, arhiivide, muuseumide ja muude kultuuriasutuste tegevus"
911,91,Raamatukogude ja arhiivide tegevus
9111,911,Raamatukogude tegevus
91111,9111,Raamatukogude tegevus
9112,911,Arhiivide tegevus
91121,9112,Arhiivide tegevus
912,91,"Muuseumide, kogude ning ajalooliste paikade ja mälestistega seotud tegevus"
9121,912,Muuseumide ja kogudega seotud tegevus
91211,9121,Muuseumide ja kogudega seotud tegevus
9122,912,Ajalooliste paikade ja mälestistega seotud tegevus
91221,9122,Ajalooliste paikade ja mälestistega seotud tegevus
913,91,"Kultuuripärandi säilitamine, taastamine ja muu abistav tegevus"
9130,913,"Kultuuripärandi säilitamine, taastamine ja muu abistav tegevus"
91301,9130,"Kultuuripärandi säilitamine, taastamine ja muud säilitamise abitegevused"
914,91,Botaanika- ja loomaaedade ning looduskaitsealade tegevus
9141,914,Botaanika- ja loomaaedade tegevus
91411,9141,Botaanika- ja loomaaedade tegevus
9142,914,Looduskaitsealade tegevus
91421,9142,Looduskaitsealade tegevus
92,S,Hasartmängude ja kihlvedude korraldamine
920,92,Hasartmängude ja kihlvedude korraldamine
9200,920,Hasartmängude ja kihlvedude korraldamine
92001,9200,Hasartmängude ja kihlvedude korraldamine
93,S,Sporditegevus ning lõbustus- ja vaba aja tegevused
931,93,Sporditegevus
9311,931,Spordiehitiste käitus
93111,9311,Spordiehitiste käitus
9312,931,Spordiklubide tegevus
93121,9312,Spordiklubide tegevus
93122,9312,Invaspordiklubide tegevus
9313,931,Spordi- ja jõusaalide tegevus
93131,9313,Spordi- ja jõusaalide tegevus
9319,931,Mujal liigitamata sporditegevus
93191,9319,"Spordi alaliitude, spordiliitude ja spordiühenduste tegevus"
93192,9319,Sportlik ja meelelahutuslik jahipidamine ja kalapüük
93199,9319,Mujal liigitamata sporditegevus
932,93,Lõbustus- ja vaba aja tegevused
9321,932,Lõbustus- ja teemaparkide tegevus
93211,9321,Lõbustus- ja teemaparkide tegevus
9329,932,Mujal liigitamata lõbustus- ja vaba aja tegevused
93291,9329,Mujal liigitamata lõbustus- ja vaba aja tegevused
T,,MUUD TEENINDAVAD TEGEVUSED
94,T,Organisatsioonide tegevus
941,94,"Ettevõtjate, tööandjate ja kutseorganisatsioonide tegevus"
9411,941,Ettevõtjate ja tööandjate organisatsioonide tegevus
94111,9411,"Põllumajandusseltsid ja -liidud, aiandus- ja mesindusseltsid, metsaseltsid ja -liidud"
94119,9411,Muude ettevõtjate ja tööandjate organisatsioonide tegevus
9412,941,Kutseorganisatsioonide tegevus
94121,9412,Loomeliitude tegevus
94129,9412,Muude kutseorganisatsioonide tegevus
942,94,Ametiühingute tegevus
9420,942,Ametiühingute tegevus
94201,9420,Ametiühingute tegevus
949,94,Muude organisatsioonide tegevus
9491,949,Usuorganisatsioonide tegevus
94911,9491,"Kirikute, koguduste ja kloostrite tegevus"
94919,9491,Muude usuorganisatsioonide tegevus
9492,949,Poliitiliste organisatsioonide tegevus
94921,9492,Erakondade tegevus
94929,9492,Muude poliitiliste organisatsioonide tegevus
9499,949,Mujal liigitamata organisatsioonide tegevus
94991,9499,Kodanikuõiguste kaitse ja eestkoste; teatud elanikegrupi huvide kaitse
94992,9499,Piirkondlikku/kohalikku elu edendavad ja toetavad ühendused
94993,9499,Noorte- ja lasteühendused ning noorte ja laste heaolu edendavad ühendused
94994,9499,Rahvusvähemuste ühendused ja kultuuriseltsid
94995,9499,"Vaba aja veetmise, meelelahutuse, kultuurilise tegevuse või huvialadega seotud ühendused"
94996,9499,Keskkonna- ja looduskaitseühendused
94997,9499,"Tervisehäiretega, puuetega või erivajadustega isikute ühendused ja nende liidud"
94999,9499,Muude mujal liigitamata organisatsioonide tegevus
95,T,"Arvutite, tarbeesemete ja kodutarvete ning mootorsõidukite ja mootorrataste parandus ja hooldus"
951,95,Arvutite ja sideseadmete parandus ja hooldus
9510,951,Arvutite ja sideseadmete parandus ja hooldus
95101,9510,Arvutite ja arvuti välisseadmete parandus ja hooldus
95102,9510,Sideseadmete parandus ja hooldus
952,95,Tarbeesemete ja kodutarvete parandus ja hooldus
9521,952,Tarbeelektroonika parandus ja hooldus
95211,9521,Tarbeelektroonika parandus ja hooldus
9522,952,Kodumasinate ning majapidamis- ja aiatööriistade parandus ja hooldus
95221,9522,Kodumasinate ning majapidamis- ja aiatööriistade parandus ning hooldus
9523,952,Jalatsite ja nahktoodete parandus ja hooldus
95231,9523,Jalatsite ja nahktoodete parandus ning hooldus
9524,952,Mööbli ja sisustusesemete parandus ja hooldus
95241,9524,Mööbli ja sisustusesemete parandus ning hooldus
9525,952,Kellade ja ehete parandus ja hooldus
95251,9525,Kellade ja ehete parandus ning hooldus
9529,952,Mujal liigitamata tarbeesemete ja kodutarvete parandus ja hooldus
95291,9529,Mujal liigitamata tarbeesemete ja kodutarvete parandus ning hooldus
953,95,Mootorsõidukite ja mootorrataste remont ja hooldus
9531,953,Mootorsõidukite remont ja hooldus
95311,9531,Mootorsõidukite remont ja hooldus
9532,953,Mootorrataste remont ja hooldus
95321,9532,Mootorrataste remont ja hooldus
954,95,"Arvutite, tarbeesemete ja kodutarvete ning mootorsõidukite ja mootorrataste paranduse ja hoolduse vahendamine"
9540,954,"Arvutite, tarbeesemete ja kodutarvete ning mootorsõidukite ja mootorrataste paranduse ja hoolduse vahendamine"
95401,9540,"Arvutite, tarbeesemete ja kodutarvete ning mootorsõidukite ja mootorrataste paranduse ja hoolduse vahendamine"
96,T,Teenindus
961,96,Tekstiil- ja karusnahatoodete pesu ja puhastus
9610,961,Tekstiil- ja karusnahatoodete pesu ja puhastus
96101,9610,Tekstiil- ja karusnahatoodete pesu ja puhastus
962,96,"Juuksuri- ja iluteenindus, päevaspaade teenused jms tegevus"
9621,962,Juuksuriteenindus ja habemeajamine
96211,9621,Juuksuriteenindus ja habemeajamine
9622,962,Iluhooldus ja muud iluteenused
96221,9622,Kosmeetiku iluhooldusteenused
96222,9622,Küünetehnikuteenused
96223,9622,Ripsme- ja kulmutehnikuteenused
96224,9622,Püsimeigiteenused
96229,9622,Muud iluhooldused ja iluteenused
9623,962,"Päevaspaa, saunade ja aurusaunade tegevus"
96231,9623,"Päevaspaa, massaažisalongide ja saunade tegevus"
96232,9623,Solaariumide tegevus
963,96,Matuseteenindus
9630,963,Matuseteenindus
96301,9630,Matusebüroode ja krematooriumide tegevus
96302,9630,Kalmistute tegevus
964,96,Teeninduse vahendamine
9640,964,Teeninduse vahendamine
96401,9640,Teeninduse vahendamine
969,96,Muu teenindus
9691,969,Koduteenindus
96911,9691,Koduteenindus
9699,969,Muu mujal liigitamata teenindus
96991,9699,Lemmikloomade hooldamine
96999,9699,Muu mujal liigitamata teenindus
U,,KODUMAJAPIDAMISTE KUI TÖÖANDJATE TEGEVUS NING KODUMAJAPIDAMISTE OMA TARBEKS MÕELDUD ERISTAMATA KAUPADE TOOTMINE JA TEENUSTE OSUTAMINE
97,U,Kodumajapidamised majapidamispersonali tööandjana
970,97,Kodumajapidamised majapidamispersonali tööandjana
9700,970,Kodumajapidamised majapidamispersonali tööandjana
97001,9700,Kodumajapidamised majapidamispersonali tööandjana
98,U,Kodumajapidamiste oma tarbeks mõeldud eristamata kaupade tootmine ja teenuste osutamine
981,98,Kodumajapidamiste oma tarbeks mõeldud eristamata kaupade tootmine
9810,981,Kodumajapidamiste oma tarbeks mõeldud eristamata kaupade tootmine
98101,9810,Kodumajapidamiste oma tarbeks mõeldud eristamata kaupade tootmine
982,98,Kodumajapidamiste oma tarbeks mõeldud eristamata teenuste osutamine
9820,982,Kodumajapidamiste oma tarbeks mõeldud eristamata teenuste osutamine
98201,9820,Kodumajapidamiste oma tarbeks mõeldud eristamata teenuste osutamine
V,,EKSTERRITORIAALSETE ORGANISATSIOONIDE JA ÜKSUSTE TEGEVUS
99,V,Eksterritoriaalsete organisatsioonide ja üksuste tegevus
990,99,Eksterritoriaalsete organisatsioonide ja üksuste tegevus
9900,990,Eksterritoriaalsete organisatsioonide ja üksuste tegevus
99001,9900,Eksterritoriaalsete organisatsioonide ja üksuste tegevus
